name	id	max_length	max_width	island_group	body_of_water
Niijima, Tokyo	/m/0524yj				Pacific Ocean
Pulau Pemanggil	/m/05s6fp				
Sala y Gómez	/m/05l52f				
Bolshaya Muksalma	/m/059h9n				White Sea
Yomejima	/m/063t8zx			Ogasawara Islands	
Midway Atoll	/m/04w48			Hawaiian Islands	Pacific Ocean
Bolama	/m/058wbn				
Wellington Island	/m/04vj5q				
Saint Peter and Paul Rocks	/m/060t_x				
Île Ronde, Brest	/m/0521w12				
Steers	/m/05b4mv4				
Long Island, New Zealand	/m/061d71				
New Britain	/m/019x_7			Bismarck Archipelago	Pacific Ocean
Lolland	/m/016rmx				
Atlasov Island	/m/01zy8_			Kuril Islands	Sea of Okhotsk
Brač	/m/01g_kz				Adriatic Sea
Wangerooge	/m/09c1_4				
Bar Island	/m/09zh0j				
Robbins Island	/m/09v1ycb				
Mikimoto Pearl Island	/m/09v9rp5				Pacific Ocean
Nusa Penida	/m/0bbrxf				
Wasini Island	/m/09b1jm				
Ap Lo Chun	/m/09cv2p				
Pipers Island	/m/05phhm				
Kent Island	/m/05v3n8				Chesapeake Bay
Benares Shoals	/m/068m2g				
Petit-de-Grat Island	/m/05zqt82				
Belkovsky Island	/m/05j8nv				
Carey Island	/m/05zq5_4			Canadian Arctic Archipelago	
Bibby Island	/m/0520pfz			Canadian Arctic Archipelago	
Calero Island	/m/05c4n8d				
Caniçal	/m/05g5bl				
Keatinge Islet, Queensland	/m/0ddnvt			Torres Strait Islands	Pacific Ocean,Torres Strait
Memory Island Provincial Park	/m/0bx40x				Shawnigan Lake
Blount Island	/m/0ch35nc				
Qaarsorsuaq Island	/m/0ch387h				
Bandy Island	/m/0dgsb4q				
Bengtskär	/m/0cb31k				
Drakoneras	/m/0d4brv				
Traherne Island	/m/0crhzmg				
Meth Islet, Torres Strait	/m/0ddxch			Torres Strait Islands	Pacific Ocean,Torres Strait
Great Sitkin Island	/m/0d5_vq			Andreanof Islands,Aleutian Islands	
Kôtomo Island	/m/0djs0b				
Ida Island, Queensland	/m/0dd8qq			Torres Strait Islands	Pacific Ocean,Torres Strait
Bush Islet, Queensland	/m/0dd8m7			Torres Strait Islands	Torres Strait,Pacific Ocean
Krapanj	/m/0d_zkj				
Woody Wallis Island, Queensland	/m/0ddshq			Torres Strait Islands	Pacific Ocean,Torres Strait
Koh Rong	/m/08zdqs				
Calibang Island	/m/080jf8x				
Saddlebunch Keys	/m/08gfhw			Florida Keys	
Buromskiy Island	/m/0ds0gsr				
Honkala Island	/m/0fq2195				
Ukara Island	/m/0fqnc6j				
Prevlaka Island	/m/0fkv6_				Gulf of Kotor,Adriatic Sea
Carlson Island	/m/0ds36c_				
Mulga Island	/m/0drx38k				
Juergens Island	/m/0ds6b94				
Subur Islet, Torres Strait	/m/0dg2sf			Torres Strait Islands	Pacific Ocean,Torres Strait
John Murray Island	/m/0ch4kv_				
Chirinkotan	/m/0d6p7f			Kuril Islands	Sea of Okhotsk
Finnhamn	/m/0c3c4g				
Saddle Island, Torres Strait	/m/0dfhvn			Torres Strait Islands	Pacific Ocean,Torres Strait
Hermite Islands	/m/0c483m				
Man Island	/m/0bwhmn1				
West Island, Torres Strait	/m/0ddwm8			Torres Strait Islands	Pacific Ocean,Torres Strait
Acheron Island	/m/0d3ssf				
Anydros	/m/0d1y0y			Cyclades	Aegean Sea
Iron Island	/m/0dlkvt9				
Alectoria Island	/m/0dgn4lg				
Cornwall Island	/m/0cp0kk9			South Shetland Islands	
Poolsche Hoed	/m/0d6ttd				
Vanua Lava	/m/0c5clw			Vanuatu,Banks Islands	
Peddocks Island	/m/0d1zxq			Boston Harbor Islands	Boston Harbor
Malo Island	/m/0c1m38				
Tiengemeten	/m/0clhqr				
Sisters Islands, Queensland	/m/0d4kpr				
White Goat Island	/m/0czc1m4				
Ynys Castell	/m/09h_4g				
Buffington Island	/m/09kc0g				
Samos Island	/m/096c16			North Aegean islands	Aegean Sea
Île Sainte-Marie	/m/09mhrd				
Grape Island	/m/09l0kq				
Grassy Island	/m/09k5njy				Great Lakes
Beeren Island	/m/09rtcfq				
Ireland	/m/012wgb				Celtic Sea,Atlantic Ocean,Irish Sea
Hitra	/m/0189m1				
Angel Island	/m/01z4cc				San Francisco Bay
Brecqhou	/m/019t2m				
Streymoy	/m/05rq6l			Faroe Islands	Atlantic Ocean
Ruffle Bar	/m/05zv42z				Jamaica Bay
Kerehikapa	/m/05z_s9q				
Owaraha	/m/05zxmql				
Broken Group	/m/065y9kg				
Isla Margarita	/m/055qdw			Antilles,Lesser Antilles	Atlantic Ocean,Caribbean Sea
Selaön	/m/05vnc_				Mälaren
Hantzsch Island	/m/05zkw_4			Canadian Arctic Archipelago	
Little Torch Key	/m/055ks3			Florida Keys	
Samana Cay	/m/069ycc				
Canhas	/m/05p4bg				
Pulau Hantu	/m/057q3r				
Carreg-gwylan	/m/059yyk				
Folly Island	/m/04y9c9_				
Taisho Jima	/m/0hypy57			Ryukyu Islands	
Willow Island	/m/0hyq1d4			San Juan Islands	
Sohran Island	/m/0h_6nzb				Lake Urmia
Pole Island	/m/0hyq1br			San Juan Islands	
Isseirom	/m/0h_0fl4				Lake Chad
Navadra	/m/0h65v8y				Pacific Ocean
Ognenny Ostrov	/m/0g182l				
Asmaløy	/m/0g9bhs				
Ithaca	/m/0gmg8			Ionian Islands	Ionian Sea
Sir William Peel Island	/m/0hyplfm			Andaman Islands,Ritchie's Archipelago	
Patience Island	/m/0gf__m				Narragansett Bay
Kanacea	/m/092055				
Kabile Island	/m/0b5cxk			South Shetland Islands	
Deer Island	/m/0bfq1n				
Mabul	/m/0b0jct				Celebes Sea
Malcolm Island, British Columbia	/m/09zlz2				
Shepard Island	/m/080w0z				
Dhigémaahuttaa	/m/07pxzq				
Baavandhoo	/m/07pxv7				
Hirihuttaa	/m/07py5l				
Maamendhoo	/m/087kny				
Athurugau	/m/07pwdv				
Levada	/m/0889jz				
Montague Island	/m/089dk0			New South Wales	
Hog Island	/m/0g4bvp				Lake Michigan
Kaveh Island	/m/0h_6nvw				Lake Urmia
Zirabeh Island	/m/0h_6n_h				Lake Urmia
Tinker's Island	/m/0gd8cw				
Conception Island	/m/0g5s0k				
Wizard Reef	/m/0gsjsp			Seychelles Archipelago	
Makogai	/m/090zxb				Pacific Ocean
Isla Martín García	/m/092t3m				Río de la Plata
Robertson Island	/m/09v4lq				
The Pearl	/m/09trn6y				
Polillo Island	/m/09x7hk				
Temple Island	/m/09s_fw				
Isle of Bombay	/m/09l1yp				
Île d'Arz	/m/08yn94				
Kioa	/m/096_y9				
Snake Island	/m/022p1f				Black Sea
Kachelotplate	/m/01qhpl				
Chappaquiddick Island	/m/01wwbw				
Bali	/m/01bkb			Lesser Sunda Islands	
Molu	/m/0hyqpc0			Maluku Islands,Tanimbar Islands	
Garden Island	/m/0hzyn4c				Lake Ozette
Isachenko	/m/0hzcbs4				Kara Sea
Little Patos Island	/m/0hyq120			San Juan Islands	
Conception Island, Seychelles	/m/0gt0qd			Seychelles Archipelago	
Young Island	/m/0hyxn4_			Antilles,Lesser Antilles	
Île du Nord (North Island)	/m/0hzhm9v			Chagos Archipelago	Indian Ocean
Russell Island	/m/0gfqzkx				Strait of Georgia
Dhragonisi	/m/0hzc_gz				Aegean Sea
Green Island	/m/0h1s3f				
Ushishir	/m/0gv8pn			Kuril Islands	Sea of Okhotsk
Pulau Bidong	/m/0ghx9w				
Remire Island	/m/0j1t422			Outer Islands	
Suwād ash Shamālīyah	/m/0hzghzy				Persian Gulf
Haskeir Eagach	/m/0hyq6p7			Outer Hebrides,British Isles	
Mokumana	/m/0hyn7yd			Hawaiian Islands	
Seirina	/m/0hypkmv			Dodecanese	
Wonder Island	/m/0hzy99c				Laguna de Bay
Uzunada	/m/0gk_bq1				Mediterranean Sea
Frenchs Island	/m/0hzcc5g				Pacific Ocean
Moose Factory Island	/m/0g56qyk				
Jaffna Islands	/m/0hysd11				
Elba Island	/m/0hzc5xc				Great Lakes
South Walnut Island	/m/0hzxcdt				Indian Lake
Shush-tappeh Island	/m/0h_6nyz				Lake Urmia
San Pietro Island	/m/0g278r				Mediterranean Sea
Lindau	/m/01jq_7				Lake Constance
Rangitoto Island	/m/01lvsq				
Dongnanjiao	/m/0272gyp				
Culross Island	/m/025vy8_				
São Miguel Island	/m/026ztr			Azores	Atlantic Ocean
Hokkaido	/m/0fxrk			Japanese Archipelago	Sea of Okhotsk
Mehrdad Island	/m/0h_6nwm				Lake Urmia
Sycamore Island	/m/0h3411				
Hernando Island	/m/0fznpn				Pacific Ocean
Zapatera	/m/0gvh27				Lake Nicaragua
Romang	/m/0g6vqn			Sunda Islands,Maluku Islands	
Cortes Island, British Columbia	/m/0gbqrp				Pacific Ocean
Ironsides Island	/m/05212d5				
Blaze Island	/m/05p0pgb			Canadian Arctic Archipelago	
Ternate	/m/04yn58			Maluku Islands	
Newfoundland	/m/059ss				
Palu'e	/m/051rkv			Lesser Sunda Islands	
Sherose Island, Nova Scotia	/m/0600yw				
Hiva Oa	/m/0566hb			Marquesas Islands	Pacific Ocean
Santo Stefano Island	/m/05_pp0				
Pulau Rawa	/m/05s6by				South China Sea
Swinburne Island	/m/04y81q				
Northstar Island	/m/06_wbpk				Beaufort Sea
Sherman Island	/m/05137x				
Peuce Island	/m/05ztpm				Black Sea
Frauenchiemsee	/m/0dljys				Chiemsee
Apostrophe Island	/m/0dgnlxd				
Chrissi	/m/0dlk1p				
Haycock Island	/m/0d70s8				
Pulau Tenggol	/m/0ddqyy				
Naajaat Island	/m/0ddfx66				
Juananga	/m/0bml8bd			Juan Fernández Islands	Pacific Ocean
Tern island, Queensland	/m/0dd7ls				
Ile aux Noix	/m/0bsmyg				
Godrevy Island	/m/0d90n4				
Christiana	/m/0d1x_x				Aegean Sea
Ethnic Island	/m/0ddb451				
Sinclair Island, Queensland	/m/0d9fs7				
Buss Island	/m/01fxwh				
Kökar	/m/01h47w				
Sado Province	/m/01zy56				
Sazan Island	/m/01yk3g				Adriatic Sea
Icaria	/m/019s_4			North Aegean islands	Aegean Sea
Campobello Island	/m/0207vh				
Molokai	/m/01bn8z			Hawaiian Islands	Pacific Ocean
Santa Cruz Island	/m/08k2mq				Pacific Ocean
Kalpeni	/m/090nmb			Lakshadweep,Laccadive Islands	
Beall Island	/m/08lpmf			Windmill Islands	
White Island	/m/08379b				
Ovalau	/m/027qx5s				
Little Camanoe	/m/02z5gpc			Virgin Islands	
Hailuoto	/m/03804g				Gulf of Bothnia,Baltic Sea
Sunbury Court Island	/m/03clks8				
Aristazabal Island	/m/02vz2vv				Pacific Ocean
Mactan Island	/m/02fk8d				
Garrick's Ait	/m/03cljl3				
Dragon Island	/m/03drr5				
Koh Kood	/m/026lq88				
Lundey	/m/02wcjw5				
Kumejima Island	/m/02rw262			Ryukyu Islands	Pacific Ocean
Yell	/m/02fc85			Shetland Islands,British Isles	
Kongo Loto Lafanga	/m/02r_h56				
Devil's Island	/m/02rwfny				
Mousa	/m/02ftlz			British Isles,Shetland Islands	
Arnøya	/m/02rqn20				
Île Plate	/m/03ch1tt				
Kizhi	/m/03b5l3				
Nukulaelae	/m/03_sqp			Tuvalu	Pacific Ocean
Leguan Island	/m/027w3wn				
Funamanu	/m/02r_fqt				
Stac Lee	/m/02qbxdb			St Kilda	
Torrinch	/m/02x63z8				
Sea Lion Island	/m/037g0_			Falkland Islands	Atlantic Ocean
Thursday Island	/m/02xwtn			Torres Strait Islands	Torres Strait,Pacific Ocean
Nukupule	/m/03ctnt7				
Champ Island	/m/02vrzw6			Franz Josef Land	
Fawn Island	/m/02r6px7				
Bolshoy Shantar Island	/m/02rqqr_			Shantar Islands	
Gorumna	/m/03cm104			British Isles	
Cherni Island	/m/03cmy_n				
Brough of Birsay	/m/02dfzj			British Isles,Orkney Islands	
Shuna, Slate Islands	/m/02w908q			British Isles,Inner Hebrides,Slate Islands	
Melbourne Island	/m/03cypxr			Canadian Arctic Archipelago	
Dùn Channuill	/m/02w9b5q			British Isles,Inner Hebrides	
Sgat Mór	/m/02yjycn			Sgat Mór and Sgat Beag	
Dyke Island	/m/02r5nb6				
Angarei	/m/02r84mp				
Sea Islands	/m/03dxfw				
Tang Lung Chau	/m/0g4_h8				
Nine Mile Island	/m/0h3433				
Oak Island	/m/0h_3ffv				Lake Winnipesaukee
Wyck Island	/m/0drw96z				
Kay Island	/m/0fp_f9f				
Vieugue Island	/m/0fp_gxd				
Fridtjof Island	/m/0ds277x				
Dufayel Island	/m/0ds5p4t				
Tartar Island	/m/0fp_8l0				
Heap Island	/m/0ds6zh5				
Broka Island	/m/0drx0jv				
Vilm	/m/01wt1q				
Jurong Island	/m/01q7l4				
James Island	/m/02vxyz6				
South Walls	/m/02vx4tw			Orkney Islands,British Isles	
Motuloa	/m/02r_h78				
Henry Island	/m/03cn_mz				
Foulness	/m/02kqkm			British Isles	
Landsat Island	/m/025xdy3				
Saparua	/m/02k4tx			Maluku Islands	
Proud Island	/m/02r4420				
Hog Island	/m/03c15v7				
Cheeseman Island	/m/02r1x6k			Kermadec Islands	
Moturakau	/m/02r84k8				
Scrub Island	/m/02z5zjl			Virgin Islands	
Kolchak Island	/m/03c95cc				Kara Sea
Barren Island	/m/02p6kxt			Andaman Islands	Indian Ocean
Pamana Island	/m/03czfk8				
Moskenesøya	/m/02rsl55			Lofoten	
Oedo	/m/025sp7l				
Geiberg Islands	/m/03c9x5n				
Fourier Island	/m/0ds9w2_				
Lilienthal Island	/m/0fq32lr				
Rasmussen Island	/m/0fp_l_x				
Gregory Island	/m/0ds1hyr				Indian Ocean
Es Vedra	/m/0dswcw				
Numbat Island	/m/0drwxrd				
Nukumanu Islands	/m/0f5mwd				
Peine Island	/m/0drwbgk				
Gand Island	/m/0ds71t1				
Discovery Island, British Columbia	/m/0f8rks				
Halfway Island	/m/080cx9			Palmer Archipelago	
Kondeymatheelaabadhoo	/m/07pycf				
Dent Island	/m/07z6d6				Pacific Ocean
Quoin Island	/m/07s532x				
Agios Efstratios	/m/083gxs				Aegean Sea
Nelson Rock	/m/081xsl				
Eclipse Island	/m/08_2pr				
Hunting Island State Park	/m/046qzx				
Magna Carta Island	/m/04s09d				
East Ongul Island	/m/03y8cjb				
Atriceps Island	/m/03y8kwj				
Sannak Island	/m/041461			Fox Islands,Aleutian Islands	
Martensøya	/m/0414mxb				
Krakatoa	/m/04dnd				
Pike Island	/m/04n4g4b			Canadian Arctic Archipelago	
Baynes Island	/m/04jq47k				
Ward Island	/m/04jn1tm				
Burias Island	/m/04nq4q				
Ninth Island	/m/04jbzc3				
Hispaniola	/m/03kn2			Greater Antilles,Antilles	
Hornøya	/m/047rlzv				
Zavyalov Island	/m/047r7t_				
Nuns' Island	/m/04pxjk				
Frazier Island	/m/04ldc42			Canadian Arctic Archipelago	
Isla de S'Espalmador	/m/03wdxrw				
Zukriegel Island	/m/03y1wkh				
Iles de Los	/m/05dmpj				
Carriacou	/m/05n01bb			Lesser Antilles,Antilles	
Ko Chang	/m/061m1d				Gulf of Thailand
Mouse Island	/m/06895s				Lake Erie
Shodoshima	/m/060974				Pacific Ocean
Drejø	/m/061yn6				
Bjørnø	/m/061yrp				
Little Linga	/m/04y6jrc				
Gibbs Island	/m/05cb7f			South Shetland Islands	
Tinos	/m/04vzzy			Cyclades	Aegean Sea
Geographical Society Island	/m/02rqr5d				
Purutu Island	/m/02rtv4b				
Bird Island	/m/03c23_x				
South Havra	/m/030vx3			Shetland Islands,British Isles	
Dildo Island	/m/0370cy				
Bound Skerry	/m/03jm1f			Shetland Islands,British Isles	
Craiglethy	/m/03czll_				
East Seal Dog Island	/m/02z5g7z			Dog Islands,Virgin Islands	
Great Lyakhovsky Island	/m/027k_mt			New Siberian Islands	
Andøya	/m/02p49q3			Vesterålen	
Queen Adelaide Archipelago	/m/03d8zlt				
Prajurit	/m/03ccb1z				
Pomona Island	/m/03hfvwr				
Île aux Cerfs	/m/02qx238				
Isla Escudo de Veraguas	/m/026yg8m				
Tutuila	/m/05zq9t			Samoan Islands	Pacific Ocean
Ronay	/m/0641g_			British Isles,Outer Hebrides	
Lalu Island	/m/05p0pqy				Sun Moon Lake
Mitchells Island	/m/04y8gzg				
Gibraltar Island	/m/0688p3				Lake Erie
Alegranza	/m/061c11			Canary Islands	
Cuties Island	/m/04ycyvz				
Trummer	/m/05c5b0				
Yapen	/m/05x1c5				
Potton Island	/m/04z0zh				
Southern Thule	/m/0534sp				Pacific Ocean
Skantzoura	/m/0ctgw8				
Bramble Cay, Torres Strait	/m/0dk46f				
Remembrance Island	/m/0cmb_bx				
Sisuarissut Island	/m/0dlnn49				
Bear Island	/m/0cfjht			Thimble Islands	
Aipus Island, Torres Strait	/m/0dg2w6			Torres Strait Islands	Pacific Ocean,Torres Strait
Amlia	/m/0d5zr9			Aleutian Islands,Andreanof Islands	
Alaid Island	/m/0bwzcq			Aleutian Islands,Near Islands	
Stolp Island	/m/0ch0r84				
Helena Island	/m/0dlnjym				Pacific Ocean
Chapman Island, Queensland	/m/0dbmkx				
Sunter Island, Queensland	/m/0dbn8g				
Hog Island, Guyana	/m/0d803t				
Pontikos	/m/0d4bly			Ionian Islands	
Woolpack Island	/m/0dgqf3b				
Hay Island, Queensland	/m/0db74x				
Shetlandic	/m/0dkkbh				
Couling Island	/m/0ds5dct				
Bowden Island	/m/0d4jnj				
Hashirajima	/m/0dt9xw				
Maug Islands	/m/0d47xz			Mariana Islands	Pacific Ocean
Dakers Island	/m/0ds9yp5				
Waterhouse Island, Tasmania	/m/0f5rbp				
Dall Island	/m/0d4sd0			Alexander Archipelago	
Tortola	/m/05bgr4			Lesser Antilles,Virgin Islands,British Virgin Islands,Antilles,Leeward Islands	Caribbean Sea
Chapel Island	/m/05f5zvf				
Matty Island	/m/056llr			Canadian Arctic Archipelago	
Long Island, Nunavut	/m/056lt0			Canadian Arctic Archipelago	
Mljet	/m/05lntp				Adriatic Sea
Nagigia Island	/m/05ztmx1				
Kihnu	/m/066skc				
Fisher Island	/m/05c0804				
Sandoy	/m/05p83h			Faroe Islands	Atlantic Ocean
Daksa	/m/05sy876				
Denison Island	/m/08m5_q			Windmill Islands	
Ono Island	/m/08_k6k				Pacific Ocean
North West Island	/m/08khv4				
Clark Island	/m/07v7_z				
Hawkins Island, Bermuda	/m/08y1dv				
Rasgetheemu	/m/076vpt				
Filicudi	/m/06x2pw			Aeolian Islands	Tyrrhenian Sea
Middle Ground	/m/06yc9n				
Manihiki	/m/07g5yy				Pacific Ocean
Kihaadhoo	/m/076vb_				
Panarea	/m/06qzv0			Aeolian Islands	Tyrrhenian Sea
Dhigurah	/m/076t3k				
Pattee Island	/m/06zr4mb			Canadian Arctic Archipelago	Hudson Bay
Maabaidhoo	/m/076p4b				
Minamidaito, Okinawa	/m/02b2_p			Ryukyu Islands	
Craggy Island	/m/03cbtvs				
Sanday	/m/02d_g1			Inner Hebrides,British Isles	
Koniuji Island	/m/025vty8			Andreanof Islands,Aleutian Islands	
Steven's Eyot	/m/03clhvr				
Sharp Island	/m/02pnfdq				
Raivavae	/m/03bxsr2				Pacific Ocean
Tamana	/m/02cjtx			Gilbert Islands	Pacific Ocean
Uunartoq Qeqertoq	/m/027r84b				
Dia, Greece	/m/027xmv				Aegean Sea
Fonuaika	/m/03ctnz1				
Niulakita	/m/02vwx4				Pacific Ocean
The Island, Hythe End	/m/03cp4z1				
Salawati	/m/02rqr73			Raja Ampat Islands	
Bananal Island	/m/02k4d_				
Tanera Mòr	/m/02qrclf			Inner Hebrides,British Isles	
Lemuy Island	/m/03byb9f				
Motulalo	/m/02r_hbq				
Anejima	/m/063t8vd			Ogasawara Islands	
Omey Island	/m/05hkws				
Kohinggo	/m/05zr41v				
Als	/m/059g52				
Isola Polvese	/m/0640zrv				Lake Trasimeno
Turtle Island	/m/0689m_				Lake Erie
Ua Pu	/m/056x8f			Marquesas Islands	Pacific Ocean
Collanmore Island	/m/0567_s				
Bolmsö	/m/05y9mz				
Bubaque	/m/058wb9				
Sibsey Island	/m/09dj8y				
Sapodilla Cay	/m/09v5n70				
Man-O-War Cay	/m/09n39b				
Naissaar	/m/0947fk				
Ram Island	/m/0b497l				
Sarah Ann Island	/m/09v657d				
Shackleford Banks	/m/09zmhb				
Moala	/m/0920tb				Pacific Ocean
Dry Tortugas Light	/m/09gpfk			Florida Keys	
Eightmile Island	/m/09kd48				
North solitary island	/m/0944s7			New South Wales	
Frösön	/m/09yk5f				
Beveridge Island	/m/0b75gdh				
Eilean Horrisdale	/m/09g7_zt			British Isles,Inner Hebrides	
North Island	/m/0gsl0				Pacific Ocean
Matuku	/m/0gqg06				
Rainsford Island	/m/0g1jgc			Boston Harbor Islands	Boston Harbor
Phelps Island	/m/0fyn53			Thimble Islands	
Little Summer Island	/m/0h1cn23				Lake Michigan
Goat Island	/m/0g79l7				
Gavdopoula	/m/0g558v4				Aegean Sea
Mahvar Island	/m/0h_6nwb				Lake Urmia
Pulau Sejahat	/m/0h35bj				
Kennedy Island	/m/0b_dc9			Solomon Islands	
Pulau Sudong	/m/0cy1d4				
Makaro/Ward Island	/m/0d7p__				
Marchena Island	/m/0d109d				Pacific Ocean
Timbun Mata	/m/0cx9kb				
Aniwa Island	/m/0c1p11			Vanuatu	
Fly Island	/m/0d3qf6				
Portland Island, New Zealand	/m/0d5ylx				Pacific Ocean
Pulau Bunting	/m/0bmdw6r				Indian Ocean
Lower Birch Island	/m/0c3vrst				
Corn Island	/m/0byywy				
Round Island	/m/0c4fj7				
Long Island, Falkland Islands	/m/03d2gt4				
Disappointment Island	/m/03cwxgt				Pacific Ocean
Mios Woendi	/m/03d63qq				
Salm Island	/m/02vr_11				
Bajo Nuevo Bank	/m/0386vr				Caribbean Sea
Jarvis Island	/m/03_x1			Line Islands	Pacific Ocean
Skull Island	/m/02vp4q5				
Russky Island	/m/0282r0r			Eugénie de Montijo Archipelago	Sea of Japan
Dolgiy Island	/m/03c9hpz				
Summer Island	/m/02ww5f4				Lake Michigan
Tanaga Island	/m/02ry47w			Aleutian Islands,Andreanof Islands	
Rabbit Islands, Scotland	/m/03d899n				
Eilean Chaluim Chille	/m/02r4z0q			Outer Hebrides	
Rempang	/m/03bzhv6				
Poor Knights Islands	/m/02hqk5				
Zuiderduintjes	/m/02k67q				
Goat Island	/m/026tj6m				
Cayo Santa Maria	/m/03cls15			Jardines del Rey,Antilles,Sabana-Camaguey Archipelago,Greater Antilles	
Ball's Pyramid	/m/02t60s			New South Wales	Tasman Sea
Morotai	/m/02l9lg			Maluku Islands	
Yuweh Island	/m/0547ypm				
Emsger	/m/05b4lv				
Matsyn Island	/m/05p45qh				
Falkie Atoll	/m/04z_4yh				
Sandøya, Aust-Agder	/m/05ps9g				
Rob Roy Island	/m/05zlglb				
Middle Andaman Island	/m/04vhls			Great Andaman,Andaman Islands	Andaman Sea,Indian Ocean
Crescent Island	/m/04yf2mx			Canadian Arctic Archipelago	Pacific Ocean
1985 BMW Championships Marco Island	/m/06607j9				
Aeaun	/m/05zw14w				
Motu Oa	/m/056rs7			Marquesas Islands	
Sphagia	/m/0510wd				
Amelia Island	/m/0549vt				
Chamisso Island	/m/047cp57				
Zhenbao Island	/m/04vj48				
Demourelles Island	/m/047lrgc				
Île de la Jatte	/m/047p4yn				Seine
Penguin Island	/m/03nstmy				
Whanganui Island	/m/04drkf				
St Patrick's Island	/m/04gqvd_				
Zug Island	/m/04m127				
Palm Island, Aruba	/m/04n38b3				
Engøy	/m/04c4m3				
King Island	/m/0414fdr				Waskesiu Lake
Isleworth Ait	/m/03wj3n1				River Thames,Tideway
Mousa Broch	/m/044c7k				
Fastnet Rock	/m/0522yx				Celtic Sea
Piel Island	/m/0472sb				
Qeqertarsuatsiaq	/m/03l6v6				
Boulder Island	/m/04zyk5j			Canadian Arctic Archipelago	
Anambas	/m/04snmb				
Swindle Island	/m/04f3ym_				Pacific Ocean
Sully Island	/m/03lg5t				
Mokulau	/m/048y0tn			Hawaiian Islands	
Inchbuie	/m/047s5wn				
Zakynthos	/m/01t0n2			Ionian Islands	Ionian Sea
Sindo	/m/0266q73				Yellow Sea
Sacca Fisola	/m/0glz42				
Hughes Island	/m/0hzy1xs				Trout Lake
Puffin Island	/m/0hyq1by			San Juan Islands	
Marsh Island	/m/0hzx47d				Lake Washington
Borz Island	/m/0h_6ns1				Lake Urmia
Green Island	/m/0hz06d2			Aleutian Islands,Andreanof Islands	
Kalijai Hill	/m/0hzy82l				Chilka Lake
Kakeromajima	/m/0hzg526				Pacific Ocean
Dingo Island	/m/0h_1fk8				Lake Awoonga
Loon Island	/m/0hzzb74				Massabesic Lake
South Fox Island	/m/0hzzw9f				Lake Michigan
la Grande Aiguille	/m/0hzcc77				Pacific Ocean
Crab Island	/m/0hyq0pf			San Juan Islands	
Dryweed Island	/m/0j0n7lc				Rainy Lake
North Pender Island	/m/0gg38vv			Southern gulf islands,Gulf Islands	Strait of Georgia
Modriki	/m/0hzcv6v				Pacific Ocean
Chissioua Bouelamanga	/m/0hzhpjb			Comoros	Indian Ocean
O'Donnell's Island	/m/0hzxjbl				Lough Eske
Ushi Island	/m/0h3xnp0			Eugénie de Montijo Archipelago	Sea of Japan
Round Island	/m/0hyn803			Hawaiian Islands	
Roche Carrée	/m/0hzcc8s				Pacific Ocean
Ukerewe Island	/m/03c0x2_				
Komodo	/m/032jqq			Lesser Sunda Islands	
Savana Island, U.S. Virgin Islands	/m/03h2bs4				
Veierland	/m/02rysb1				
Lot's Wife	/m/02ry6q8				
Guam	/m/034tl				Pacific Ocean
Kuivasaari	/m/0275t2d				
Fisherman Island	/m/02pmt68				Lake Michigan
Isla de los Alacranes	/m/02w26tn				Lake Chapala
Moso	/m/02r6bx7			Vanuatu	
Medhufinolhu	/m/0279vvx				
Pentland Skerries	/m/02z7xf				
Busuanga Island	/m/02hqmc				
Telele	/m/02r_fx_				
Piercy Island	/m/02phrb8				
Darrell's Island, Bermuda	/m/08y1j_				
Conway Reef	/m/0933z_				Pacific Ocean
Little Skellig	/m/086j2n				
Dolleman Island	/m/083zms				
Qamea	/m/08x3x0			Vanua Levu Group	Pacific Ocean
Stall Hill Island	/m/06t5kg				
Fainu	/m/076vhw				
Narudhoo	/m/076wgc				
Pate Island	/m/07lks2				
Mergui Archipelago	/m/05mnkg				
Fraser Island	/m/05zljsf			Canadian Arctic Archipelago	
Wales Island	/m/056lmf			Canadian Arctic Archipelago	
Bjarnason Island	/m/05bzz7z			Canadian Arctic Archipelago	
Boundary Islet	/m/05lbtj				
Kigirktaryuk Island	/m/05p1fdz			Canadian Arctic Archipelago	
Barlavento	/m/05j50v				
Saltee Islands	/m/055rgk				
Razo	/m/05j5bs				
North Bass Island	/m/06899c				Lake Erie
Rodrigues	/m/020df3				Indian Ocean
Gilbert Islands	/m/01f3xv			Kiribati	
Saipan	/m/01cfm5			Mariana Islands	Pacific Ocean
Pine Islands	/m/021n76			Balearic Islands	
Kangean Island	/m/025s5l0			Kangean Islands	
Garip Island	/m/0bwfq53				
Narganá	/m/0dngn7				
Rahmaniyah Island	/m/0c01tn3				
Sas An Nakhl Island	/m/0cg127r				Persian Gulf
Goose Island	/m/0by0mch				
Harrison Island	/m/0crfdkw				
Layoak Islet, Torres Strait	/m/0dgqz0			Torres Strait Islands	Pacific Ocean,Torres Strait
Hog Island	/m/0cb5w9				Lake Michigan
Wittmann Island	/m/0dgnt8b				
Santa Isabel Island	/m/0ck4vj			Solomon Islands	Pacific Ocean
